anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk	season	episode
		king:1	climbed:1	himself:1	since:1	hugh:2,hand:2,happens:1,like:1,that:1,perhaps:1,behalf:1,glad:1	since:1	hugh:2,horse:1		33	1	4
made:1,regret:1		patronage:1,made:1		boy:1	made:1	hand:2,what:1,has:1,like:1,look:1,hard:1,fine:1		who:2,shouldn:1,honor:1,show:1		34	1	4
made:1	died:1	mother:2,king:1,kind:1,made:1,asking:1		boy:1	sing:1,made:1	what:4,looked:1,liked:1,like:1,had:1,hand:1,hair:1,treated:1,kind:1,look:1	sing:1	who:1		35	1	4
		king:2,son:1,many:1		boy:1,many:1		that:2,likes:1,than:1		how:1,should:1		36	1	4
fought:1	die:1,good:1,bloodshed:1	sister:1,sons:1,makes:1,liking:1				that:3,have:3,like:2,shark:1,good:1,took:1,charging:1,likes:1,winterfell:1,liking:1		whores:1,thoros:1		37	1	4
						have:1,that:1		porkchop:1		38	1	4
		matter:1,brother:1	yard:1	girls:1,lady:1		what:1,love:1		thorne:2,love:1		39	1	4
						what:1				40	1	4
		many:1,commands:1,command:1,man:1		boy:1,commands:1,man:1,command:1,many:1	hush:1	khaleesi:2,have:2,funny:1		how:1,whore:1,should:1		41	1	4
made:1		next:2,manure:1,commanding:1,son:1,made:1		manure:1,commanding:1	made:1	what:1,khaleesi:1,woken:1,khal:1,had:1,great:1,hand:1,hair:1,won:1,have:1,hands:1		horselord:1		42	1	4
		making:1,brothel:1,matter:1		girls:1		like:2,that:2,silly:1,what:1,had:1		bit:1		43	1	4
	good:1	make:1,exactly:1	room:1	girl:1	close:1	hair:2,what:2,that:2,good:1,love:1,like:1,hard:1,better:1		naked:1,love:1,whore:1		44	1	4
	good:1,dead:1	noblewoman:1,brothel:1,fisherman:1,mother:1		child:2,noblewoman:1,fisherman:1		what:1,good:1,had:1,took:1		whore:1		45	1	4
warm:1	warm:1	many:1		boys:2,many:1	warm:1	what:1,look:1,that:1,winterfell:1,has:1,winter:1		how:2,bit:2		46	1	4
		mance:2,pass:1		men:2,mance:2	lost:1	than:2,winter:1,hard:1,harder:1,took:1,better:1,gloves:1,have:1,wind:1,look:1		gloves:1,who:1,cock:1,pass:1	cock:1,pass:1	47	1	4
warm:1	warm:1,died:1	passed:1,commander:1		boys:2,men:1,commander:1,assignment:1	warm:1	have:4,had:2,like:2,that:1		horses:2,assignment:1,shouldn:1,passed:1,should:1	assignment:1,passed:1	48	1	4
flies:1	die:1,return:1	brother:2,king:1		boys:1	flies:1	what:1,rhaegar:1,that:1,winter:1,sewing:1,play:1,shadow:1,care:1,true:1,than:1,like:1				49	1	4
		brother:1,kingdoms:1	home:3			what:1,lover:1		home:3,lover:1		50	1	4
	gods:1	small:1,exceedingly:1,brother:1,family:1,mother:1	family:1	myself:1,child:1		hugh:1,that:1		hound:1,how:1,who:1,hugh:1		51	1	4
	bloody:1					have:1			bloody:1	52	1	4
		maybe:1,expecting:1,brotherly:1		boys:1		already:2,what:1,love:1,lovely:1,has:1,lucky:1		hound:2,love:1,bit:1,lovely:1,big:1		53	1	4
	wooden:1	brother:2,many:1,king:1	wooden:1,grabbed:1	boy:1,many:1,mention:1		that:1,save:1,won:1,playing:1		shoved:1,hound:1,who:1		54	1	4
		king:1,extremes:1,mother:1,make:1,extreme:1,kingsroad:1		tournament:1,children:1	missing:1	what:4,grace:2,likes:1,that:1,hope:1,happened:1	tournament:1,missing:1	thought:1,how:1,who:1,hope:1,though:1		55	1	4
	soldier:1,goodfolk:1	makes:1,brother:1			blessings:1	what:1,best:1,that:1,goodfolk:1,grace:1,change:1	blessings:1			56	1	4
	food:1,gods:1,good:1	king:1,unexpected:1,song:1,may:1,manage:1,man:1	room:3	myself:2,boy:1,manage:1,men:1,lady:1,man:1	sing:1	have:2,grandfather:2,what:1,good:1,likely:1,chance:1,truly:1	sing:1	howling:1,trust:1		57	1	4
		embroidered:1		lady:4,bannermen:1		harrenhal:1,have:1,that:1,fine:1,winterfell:1,true:1		hoster:1,trust:1,honored:1,honest:1		58	1	4
	good:1,return:1	king:2,man:1,son:1		boy:1,lady:1,man:1		twin:1,has:1,winterfell:1,good:1		how:1,honor:1,house:1		59	1	4
										0	1	5
										1	1	5
	stood:1	family:1	family:1	myself:1		hugh:1,had:1,have:1,luck:1		who:1,hugh:1,else:1		2	1	5
fought:1,cut:1,mad:1	modest:1,good:1	man:2,king:1,mad:1,matters:1,sisters:1,many:1	trident:1	man:2,many:1	mad:1	great:1,good:1,that:1,perhaps:1,what:1,best:1,fine:1,glad:1	dozen:1	how:1,who:1,holds:1		3	1	5
made:1	today:1	king:3,small:1,made:1,mother:1,man:1		man:1	idiot:1,made:1	that:4,what:2,funny:1,won:1,look:1,happen:1,grace:1		ass:1,how:1,whore:1	ass:1	4	1	5
cowards:1	cowards:1,somebody:1,anybody:1	king:2,man:2,maybe:1,kingdoms:1		man:2,boy:1,men:1	cowards:1,business:1,saddle:1	have:2,that:2,hand:2,like:1,joke:1,win:1,grace:1	business:1	how:2,who:2,those:1,thirsty:1,should:1		5	1	5
whatever:1	gods:1,good:1,blood:1,bloody:1	king:3,commands:1,insisted:1,make:1,match:1		boy:1,commands:1	idiot:1	have:1,good:1,thank:1,whatever:1,what:1		thought:1,else:1	bloody:1	6	1	5
		lessons:1				thank:1				7	1	5
	die:1			girl:1		what:1,that:1,wine:1	dozen:1	houses:1		8	1	5
		mare:1				have:2,shame:1,having:1,that:1		honor:2,bit:1		9	1	5
madness:1		king:1,madness:1			madness:1					10	1	5
downwards:1	downwards:1,hood:1	kingsroad:1			downwards:1	winterfell:1,that:1		horse:1,hood:1		11	1	5
reward:1	good:1,reward:1	sister:2,looking:1,pays:1,taking:1,imagined:1,son:1		lady:1	reward:1	good:1,that:1,changed:1,had:1,looking:1,shadowcat:1,shadowcats:1,handsome:1		bit:1		12	1	5
	rodrik:1,die:1	make:1		lady:1	assassin:1	what:2	assassin:1	assassin:1,should:1	assassin:1	13	1	5
	rodrik:1,bloody:1	woman:2		woman:2,lady:1,yourself:1		fine:1,like:1			bloody:1	14	1	5
fury:1	good:1	king:1,lovemaking:1,pays:1				good:1,lovemaking:1,that:1		lovemaking:1		15	1	5
	hornwood:1	family:6,mother:4,unbroken:1,martell:1	family:6,bed:1			that:2,winterfell:1,had:1,playing:1,unbroken:1		house:2,honor:2,how:1,hornwood:1,who:1,those:1		16	1	5
	dies:1,good:1,today:1	moment:2,smart:1	home:2	moment:2,boys:1	saddle:1	that:2,good:1,love:1		shoot:2,home:2,how:1,shouldn:1,love:1,horseback:1		17	1	5
dwarf:1	good:1,dwarf:1	nobleman:2,person:1		nobleman:2,person:1	dwarf:1	what:1,good:1,like:1,wondered:1,half:1,likes:1		thought:1,who:1,should:1		18	1	5
ward:2,fucked:1,fought:1	ward:2	king:1,family:1,pay:1	family:1	boy:3,yourself:1	serious:3,ward:2,since:1	what:2,that:2,cook:1,freedom:1,look:1	since:1	fucked:1,cock:1,whore:1	fucked:1,cock:1	19	1	5
		may:1,unexpected:1,son:1		myself:1	close:1,blessing:1	what:1	blessing:1	how:1,who:1		20	1	5
		king:3,may:1,songs:1		men:1	sing:1,closely:1	what:1,has:1,like:1,have:1,that:1,save:1,hand:1	sing:1	trust:2,honor:1,who:1,tasteless:1		21	1	5
	good:1	man:2,many:1,kind:1,poisoned:1,paid:1		man:2,many:1,boy:1		hugh:3,kind:1,good:1,happened:1,what:1,hand:1		who:3,hugh:3,trusting:1		22	1	5
	gods:1	man:2,asking:1,son:1		man:2		what:2,already:1,has:1,book:1				23	1	5
war:2	war:2,die:1,good:1	make:1,son:1			war:2	hand:2,players:1,what:1,good:1,khal:1,ready:1		how:1		24	1	5
	accommodate:1,today:1	accommodate:1,brothel:1,marlon:1,mistaking:1,pay:1,man:1		boy:1,boys:1,desires:1,man:1	business:1	that:2,look:1,have:1,pretty:1,true:1,likes:1	business:1	trust:1,though:1,house:1,should:1,bit:1,tumblestone:1,birds:1,those:1		25	1	5
	accommodate:1	king:2,speaking:2,accommodate:1,accordance:1,talking:1			since:3,close:1,business:1	have:3,that:1,had:1,wondered:1,hand:1	since:3,business:1	taste:1,how:1		26	1	5
aware:1	today:1,aware:1	talking:1	bed:1	boy:1,yourself:1	business:1,aware:1	that:5,have:4,fondness:1,chambers:1,than:1	business:1	thought:1		27	1	5
whatever:1		king:2,small:1,sympathies:1,brother:1,imagine:1	burden:1	myself:1		what:1,like:1,wondering:1,best:1,haven:1,whatever:1		disturbing:1		28	1	5
fuck:1,lying:1	good:1	smack:2,king:1		boy:2	lying:1	hand:2,good:1,have:1,half:1,winterfell:1,had:1		fuck:1	fuck:1	29	1	5
lying:1		watchman:1,pardon:1,son:1		girl:1,men:1,watchman:1	chasing:1,lying:1	what:1,chasing:1,thank:1,that:1,has:1,look:1	chasing:1	who:1		30	1	5
	rode:1,blood:1	brother:2,many:1,makes:1,king:1	room:1	lady:2,many:1		that:2,what:1,hard:1,best:1,have:1		how:1,horse:1,whole:1		31	1	5
		prisoner:2,may:1,sister:1,expecting:1	home:1	lady:3		like:2,look:1,what:1,that:1,looks:1		home:1,whom:1		32	1	5
warned:1	warned:1,good:1	small:2,king:2,speaking:1		men:1,lady:1,child:1	warned:1	has:3,chamber:1,good:1,like:1,that:1		climbing:1,bitch:1,whore:1		33	1	5
warned:1,assassinate:1,mad:1	dead:2,warned:1,blood:1	king:2,kingdoms:2,mother:1,mad:1,information:1		child:2,girl:1,yourself:1	warned:1,assassinate:1,mad:1	that:3,careful:2,better:1,happen:1,half:1,than:1,care:1	assassinate:1	honor:3,whose:1,assassinate:1,dishonor:1	assassinate:1	34	1	5
lies:1,vile:1		man:2,small:1,broke:1,family:1,son:1	family:1	man:2	lies:1,vile:1	what:1,broke:1,that:1,has:1,misgivings:1,truly:1		honorable:2,horses:1,who:1,shores:1		35	1	5
cut:1,war:1,vile:1	die:2,gods:1,good:1,war:1	many:2,son:1,woman:1,kinder:1	bed:1	many:2,girl:1,woman:1,yourself:1	close:1,war:1,vile:1	that:2,kinder:1,good:1,have:1,had:1,best:1		should:4,how:2,without:2,thousands:1,thoughts:1		36	1	5
war:1	good:2,dies:1,war:1	king:1,part:1,command:1,man:1		myself:1,child:1,command:1,man:1	war:1	good:2,have:2,hand:2,better:1,shadow:1,luck:1,winterfell:1		thought:1,honorable:1,who:1		37	1	5
heward:1	heward:1,return:1	person:1,treason:1		mentioned:1,person:1,men:1,girls:1,yourself:1	heward:1	what:2,have:2,spoke:1,that:1,took:1,grace:1,won:1,ready:1,chambers:1,winterfell:1,than:1,best:1,care:1		who:1,hour:1		38	1	5
warning:1	good:1,warning:1	mommy:1,son:1,man:1	home:1	boy:1,man:1	warning:1	good:1,what:1,has:1,look:1,that:1		home:1,without:1,robin:1		39	1	5
	die:1	man:3,mommy:2,prisoner:1,king:1,brother:1		man:3,boy:1,men:1		loved:1,harm:1,love:1,that:1,perhaps:1,sweet:1,hand:1		house:1,love:1,loved:1		40	1	5
dwarf:2	dwarf:2,good:1,introduce:1	man:2,sister:1		man:2	dwarf:2	good:1,have:1,harmed:1				41	1	5
fought:1,war:1,wars:1	war:1,wars:1	man:2,maybe:1,brother:1,many:1		man:2,boy:1,child:1,many:1	war:1,wars:1	that:2,won:2,hasn:1,treats:1,lucky:1,have:1,hairless:1,has:1,like:1		how:3,hold:1,who:1,should:1		42	1	5
	good:2,die:1,blood:1	swordsman:1		boy:1,girl:1,swordsman:1	unpleasant:1,since:1	good:2,everywhere:2,shame:1,have:1,that:1	since:1	how:3,shouldn:1,hold:1,tasteless:1	dangling:1	43	1	5
fought:1,war:1	gods:1,good:1,war:1	king:2,may:1			serious:1,war:1	have:4,loves:2,good:1,that:1,happen:1,than:1		loves:2,abiding:1,how:1,who:1,should:1		44	1	5
cut:1	blood:1	king:1,kind:1,brother:1,personality:1		tommen:1,personality:1		love:3,what:2,look:2,that:1,has:1,kind:1		love:3		45	1	5
hated:1,made:1	good:1	king:1,make:1,made:1,marriage:1,brother:1			serious:1,made:1,worst:1	good:1,that:1,hated:1,wonderful:1,happy:1,glad:1,hand:1		without:1		46	1	5
				girl:1,child:1	losing:1,serious:1	have:3,won:1,that:1	losing:1	horde:1,horselord:1		47	1	5
cowardly:1	cowardly:1	king:2,kingdoms:1,man:1		man:1,children:1,women:1	cowardly:1	that:1		how:1,hole:1,who:1		48	1	5
mad:1	everybody:1,bury:1,died:1	king:1,prepare:1,mad:1,licking:1,many:1		many:1,men:1	mad:1	what:1,had:1,haven:1,that:1		stabbing:2,grubbing:1	arse:1	49	1	5
hate:1		marriage:1				what:2,hate:1,like:1		how:1,hold:1,holds:1,holding:1		50	1	5
		thinking:1				that:3,what:2,like:2,cared:1,harm:1,looked:1,either:1,happen:1,haven:1		thought:1,ghost:1,horrible:1		51	1	5
		moment:1,kingdoms:1		boy:1,moment:1	lost:1	took:1		hole:1		52	1	5
	gods:1	make:2				hair:1,better:1,like:1,that:1,has:1,looks:1	jewels:1	how:1,else:1		53	1	5
fuck:1	good:1	king:2,brothels:1,many:1,make:1,man:1,matter:1		child:1,many:1,girl:1,women:1,investment:1,man:1	sink:1	what:2,than:2,good:1,shall:1,that:1,better:1,looks:1,has:1,happy:1	sink:1	how:1,whores:1,fuck:1	fuck:1	54	1	5
		king:3,small:1,pack:1				hand:3,what:2,perhaps:1,looked:1,love:1		love:1		55	1	5
made:1	die:1,dead:1,alive:1	brother:3,man:2,looking:1,made:1,command:1		man:2,men:1,command:1	made:1	what:2,hair:1,looking:1,sharp:1,happened:1,had:1,hand:1		short:1		56	1	5
										57	1	5
		brother:1								58	1	5
										59	1	5
										0	1	6
										1	1	6
		command:1,pardon:1		command:1		what:1,has:1,had:1,grace:1,have:1		thought:1,who:1		2	1	6
	blood:1,returning:1	king:3,make:1,brothel:1,brothers:1,woman:1		men:2,woman:1		shall:2,hand:2,what:1,like:1,took:1,hands:1,has:1,charged:1		hold:1,honor:1,should:1		3	1	6
war:1	return:1,war:1	king:1,kingly:1			war:1	that:3,what:1,have:1		honor:1,should:1		4	1	6
	return:1,bloody:1	matters:2,kingdom:1,command:1,kingdoms:1,king:1		command:1		what:5,that:1,haired:1,had:1,half:1,fun:1,winterfell:1,grace:1,happened:1		those:1	bloody:1	5	1	6
hells:1,hate:1	die:1,return:1	man:1,brothers:1,brother:1,mother:1		girl:2,man:1	sad:1	loved:1,true:1,than:1,have:1,hate:1	hells:1	loved:1,chose:1	hells:1	6	1	6
										7	1	6
						khaleesi:2				8	1	6
										9	1	6
war:2	blood:2,war:2	talking:2,pay:1,make:1,march:1,kingslayer:1		boy:1,bannermen:1	war:2	winterfell:1,already:1		house:2		10	1	6
	woods:1	brother:1	hidden:1			pretty:1,that:1		house:1		11	1	6
cut:1	blood:1,dead:1	mance:2,kind:1		mance:2,boy:1	saddle:1	what:2,have:1,winterfell:1,kind:1		horse:1,cock:1	cock:1	12	1	6
										13	1	6
cut:1		brother:1,man:1		man:1	lost:1	what:3,have:3,save:1				14	1	6
dwarf:2	dwarf:2,alive:1	making:2,man:2,family:1	family:1	man:2	dwarf:2	like:1		how:1		15	1	6
fuck:1	wooden:1,today:1	prepared:1	wooden:1			have:2,care:1		fuck:1	fuck:1	16	1	6
	good:1					happens:2,shadow:1,good:1,like:1		how:1,else:1		17	1	6
	gods:1,today:1,god:1					haj:3,khalakka:2,that:2,has:1,hope:1		horse:1,whole:1,hope:1		18	1	6
	blood:1			boy:1		have:2,khalakka:2,haj:1,wind:1,what:1		hooves:1		19	1	6
						won:2,true:1				20	1	6
					single:1	rhaego:6,rhaesheseres:3,khals:1,khalasar:1,love:1,khal:1,shall:1	single:1	who:1,love:1		21	1	6
	today:1					rhaego:4,truly:1				22	1	6
whatever:1					since:1	what:2,have:2,has:2,love:1,that:1,perhaps:1,whatever:1,greatest:1,hope:1	since:1	without:2,how:1,shoulders:1,love:1,who:1,hope:1		23	1	6
	bloody:1	looking:1,sister:1,parts:1,horseparts:1				have:2,looking:1,what:1,finest:1,like:1,care:1		honor:1,nobility:1,horseparts:1	bloody:1	24	1	6
						took:1				25	1	6
		pays:1,man:1,smart:1,son:1		lady:1,man:1		free:3,have:3,tywin:1		who:1		26	1	6
	gods:1,ladies:1	man:1		lady:2,ladies:1,man:1		what:1		honest:1		27	1	6
vile:1,lied:1	good:2,return:1	particularly:1,uncle:1,man:1		girl:1,man:1	close:1,vile:1,sins:1,lied:1	good:2,have:1	sins:1	naked:1,whored:1,tits:1	tits:1	28	1	6
made:1		sister:2,man:2,king:1,skinned:1,made:1,son:1,brought:1,brothel:1,next:1	bed:1	man:2,boy:1	confessing:1,made:1	what:2,happened:1,hope:1,hand:1	confessing:1	jackass:1,hope:1,honeycomb:1	jackass:1	29	1	6
executioner:1		king:2,executioner:1,demand:1,smaller:1,pay:1	deny:1	demand:1		joke:1,that:1,had:1,have:1,freeze:1		how:1,trust:1		30	1	6
whatever:1		son:1,demand:1		judgment:1,demand:1		whatever:1,have:1		robin:1		31	1	6
		man:2,make:1,demanded:1,demand:1		lady:4,man:2,demanded:1,demand:1		champion:2,have:2,that:2,love:1,agreed:1,half:1,shameful:1		honor:4,should:2,love:1		32	1	6
dwarf:1	dwarf:1,today:1	kingslayer:1,brother:1			dwarf:1	champion:1,have:1,that:1,gladly:1,glad:1,happy:1		assume:1	assume:1	33	1	6
fucked:1,fuck:1	today:1,bloody:1	exhilarating:3,masquerades:1,kingdoms:1,man:1		girl:2,man:1		like:3,grace:2,what:1,wine:1		fucked:1,fuck:1,those:1	fucked:1,fuck:1,bloody:1	34	1	6
fought:1,mad:1	died:1	king:2,make:2,mad:1,making:1,exactly:1,brother:1,speaking:1		boy:1,girls:1,babies:1,women:1	mad:1	that:2,half:2,grace:2,wine:1,had:1,lucky:1		those:2,whole:1,whore:1,shove:1,babies:1		35	1	6
		king:3,animals:1	homes:1,addressing:1	children:1,women:1	addressing:1	took:2,likely:1,grace:1,hand:1	addressing:1	homes:1		36	1	6
flying:1,cut:1		man:2		man:2,men:1	single:1,flying:1	that:2,hand:2,swing:1,like:1,than:1	single:1	house:2,horse:1,who:1,describing:1,should:1		37	1	6
mad:1	dead:1	king:3,command:2,reason:1,mad:1,attacking:1	homes:1	command:2,men:1	mad:1	have:3,perhaps:1,shall:1,tywin:1,that:1,hand:1	brazen:1	assemble:1,homes:1	assemble:1	38	1	6
	return:1	king:3,maester:1,kingdoms:1,andals:1	denounce:1	men:1		better:1,charge:1,has:1,that:1,tywin:1,shared:1,grand:1		holdings:1,house:1,who:1,titles:1,those:1	titles:1	39	1	6
wars:1	soldiers:1,wars:1	king:1,kingdoms:1,man:1		bannermen:1,man:1	wars:1	tywin:2,wins:1		how:1		40	1	6
coward:1	coward:1				coward:1			hold:1		41	1	6
										42	1	6
		man:1		man:1		what:1				43	1	6
						have:1	mercy:1	honor:1		44	1	6
		man:3,pays:1,make:1	home:1	man:3		have:1		home:1		45	1	6
aware:1	aware:1	mother:2,small:1		lady:1	aware:1	hair:3,like:3,have:2,that:1,care:1		shouldn:1		46	1	6
		past:1,mother:1		lady:1		behaved:1,like:1,have:1,care:1				47	1	6
	ladies:1	part:1,kingdoms:1,married:1	room:1,rudeness:1	lady:2,ladies:1		disrespect:1,look:1		shore:1,should:1		48	1	6
		king:2,company:1		girls:1		what:1,like:1,have:1,that:1,harbor:1,than:1		thousand:1,whoa:1		49	1	6
war:1	war:1	king:1,man:1,marching:1		lady:1,man:1	war:1	what:2,happen:1		big:1		50	1	6
hells:1	good:1,dying:1	lessons:1,marry:1,make:1,match:1	home:1	punishment:1,babies:1		what:3,gentle:2,winterfell:2,good:1,love:1,cares:1,that:1,have:1	hells:1	who:3,home:1,love:1,babies:1	hells:1	51	1	6
		king:2,packing:1,sons:1	golden:1	girls:1	idiot:1	that:2,like:2,hair:1,greatest:1				52	1	6
			golden:1			hair:5,haired:1				53	1	6
		sister:1				khal:2,rhae:1,mhar:1,hands:1		whore:1		54	1	6
	blood:1	king:2,maan:1				vekha:1,ha:1,khal:1,that:1	sacred:1			55	1	6
cut:1		maan:2,ma:1,mahrazhi:1,taking:1,mae:1,paid:1			hoshora:1	what:3,anha:2,vazhak:2,firikhnharen:1		hoshora:1		56	1	6
		mae:1	golden:1	men:1		what:2,shall:2,that:2,have:1		behold:1		57	1	6
		make:2,king:1		ammeni:1		haz:1,khaleesi:1,look:1				58	1	6
						khaleesi:1				59	1	6
dwarf:1	return:2,dwarf:1,bloody:1	king:2,kingdom:1,brothers:1,marry:1,maester:1,son:1,demand:1,man:1	golden:1,bed:1	man:1,demand:1	dwarf:1	that:4,have:3,what:2,tywin:1,half:1,greatest:1,grand:1,winterfell:1,has:1			bloody:1	0	1	7
	die:1	may:1,king:1,sons:1	golden:1			hair:4,haired:1,what:1,original:1,win:1				1	1	7
										2	1	7
		bannerman:1,man:1		bannerman:1,judgment:1,man:1						3	1	7
	alive:2	attacking:1,brother:1		men:1		like:1,have:1,took:1				4	1	7
	girlhood:1	remains:1,kingslayer:1,prisoner:1,brother:1,pay:1	home:1	girlhood:1,himself:1,men:1	vanity:1	that:4,what:3,giving:1,half:1,value:1,care:1		girlhood:1,home:1,should:1		5	1	7
	dead:3	family:2,sister:1,mother:1,personal:1,commands:1,brother:1	family:2	personal:1,commands:1,himself:1,children:1		that:2,respect:1,glory:1		house:2,hold:1,honor:1		6	1	7
madman:1	bodyguard:1	family:2,next:2,kings:1,man:1,madman:1,kingdoms:1	family:2	men:1,madman:1,man:1	blessings:1,madman:1	that:2,what:1,determined:1,have:1	blessings:1	thousand:1,abilities:1		7	1	7
	died:1	pain:1,brother:1	home:1	lady:1		have:1,that:1,perhaps:1,has:1,had:1,agree:1		home:1,thousand:1		8	1	7
hated:2	gods:1,bloodlines:1	brother:2,sister:1,brothers:1,sisters:1,kingdoms:1,son:1	bed:1	girl:1,children:1		love:2,hated:2,than:2,thank:1,that:1,shared:1,lover:1		love:2,whores:1,lover:1		9	1	7
made:1	returns:1,blood:1	king:2,stinking:1,sister:1,made:1,many:1,moment:1		yourself:2,moment:1,many:1,girl:1,men:1,children:1	made:1	what:3,have:2,loved:1,that:1,hands:1,happiest:1,than:1,wine:1		loved:1,should:1		10	1	7
made:1	die:1	many:1,made:1		many:1	made:1,sad:1	win:1,play:1,that:1				11	1	7
		woman:1,paid:1,man:1		woman:1,man:1		that:2,what:1,either:1,have:1,shall:1		how:1		12	1	7
	good:1	make:1		men:1,yourself:1	since:1	that:2,what:2,play:1,good:1,like:1,winning:1,better:1,has:1,than:1	since:1	ease:2,cock:1,shouldn:1	cock:1	13	1	7
	bloodlines:1	many:1,marry:1,man:1		many:1,myself:1,man:1		what:3,that:2,play:1,loved:1,love:1,like:1,liked:1,won:1,plaything:1		ass:1,loved:1,love:1,horses:1,though:1	ass:1	14	1	7
	good:1	compare:1,married:1,brother:1		boy:1,specimen:1,himself:1	losing:1	that:4,what:1,good:1,loves:1,win:1,challenged:1	losing:1	big:1,who:1,loves:1		15	1	7
fuck:1		working:1				what:5,that:2		fuck:1	fuck:1	16	1	7
toward:1	toward:1			girl:1	closer:2,toward:1	that:2,what:1,like:1,betters:1,chained:1,hands:1,lucky:1	mercy:1	trust:2,titles:1,show:1	titles:1	17	1	7
		makes:1	impudent:2			what:3,that:3,having:1,disrespectful:1		how:2		18	1	7
		prisoner:1,exclusive:1,experience:1,next:1		boy:1,men:1,lady:1	lose:1	that:3,than:2,happens:1,what:1,won:1,chain:1,chances:1		thought:1,who:1		19	1	7
		talking:2,looking:1,man:1		girls:2,man:1		shadowcats:2,looking:1,that:1		thousands:1		20	1	7
	returning:1	uncle:1		boy:1		have:1,that:1		whoa:2,horn:2,horse:1		21	1	7
		uncle:1,man:1		man:1		have:1		how:1,shown:1,should:1		22	1	7
		paid:1,kingdoms:1				funeral:1,like:1,wine:1		thrust:1,biggest:1		23	1	7
		paper:1				sweet:1,what:1,that:1	write:1	taste:1,house:1,titles:1,how:1	titles:1	24	1	7
		command:1,son:1		command:1				titles:2,house:1	titles:2	25	1	7
hate:1	dead:1	make:1,brother:1,son:1		girl:1		than:2,better:1,hate:1				26	1	7
	die:1	king:1,pain:1,commanded:1		commanded:1		wine:1		honor:1		27	1	7
made:1,whatever:1	dead:1	king:2,made:1,skin:1,make:1,unmake:1,man:1		boy:2,himself:2,girl:1,arrangements:1,refreshment:1,man:1	made:1	have:2,grace:2,already:1,hope:1,had:1,refreshment:1,likely:1,whatever:1,wine:1,has:1,change:1,wonder:1		who:1,hope:1,those:1,birds:1		28	1	7
										29	1	7
		reasons:1,patience:1,make:1,brother:1,kingdoms:1	home:1			have:2,funny:1,khaleesi:1		home:1		30	1	7
		pardon:2,kingdoms:1,andal:1,makes:1,market:1	home:1	yourself:1		what:2,khaleesi:2,had:2,merchant:1,have:1,has:1,having:1,happened:1		home:1,who:1		31	1	7
		kingdoms:1,son:1	addressing:1	mra:2,men:1,lady:1	addressing:1	virzetha:1,already:1,khaleesi:1,have:1,summerwine:1,has:1	addressing:1	taste:1,house:1,honor:1		32	1	7
	gods:1,return:1	many:1,repay:1,kindness:1	homeland:1	many:1		that:3,wine:3,have:2,khaleesi:1,like:1,likes:1,kindness:1,rakharo:1,hope:1		honor:3,taste:1,homeland:1,hope:1,thirst:1		33	1	7
wares:1	wares:1	commands:1		commands:1	wares:1	that:3,wine:2,merchant:1,finest:1,giving:1,sweet:1,has:1		taste:1,without:1,who:1		34	1	7
						khaleesi:1,chains:1		houses:1,without:1,honor:1		35	1	7
